visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,log_entropy,entropy_x_contrast,IR_range,IR_norm_range
15.0,156.0,58.0195,0.0771,705.1,0.0256,3.871,49.0,215.0,154.1484,0.0,-3.6651629274966204,18.05056,60.85159999999999,0.028464486832434306
8.0,155.0,46.4492,0.0799,861.025,0.0295,3.772,107.0,227.0,189.1602,0.0,-3.523365015636363,25.4002375,37.8398,0.011215336667559053
13.0,212.0,119.1836,0.1103,1218.421,0.0199,4.0848,134.0,228.0,169.3594,0.0,-3.9170355472516905,24.246577900000002,58.640600000000006,0.010046637726122276
5.0,199.0,90.0664,0.105,1170.2292,0.0201,4.0665,151.0,235.0,187.7969,0.0,-3.907035463917107,23.52160692,47.203100000000006,0.008287098406461857
5.0,208.0,118.9336,0.0953,1033.9834,0.0233,3.9536,148.0,235.0,174.0664,0.0,-3.759301918410482,24.091813220000002,60.93360000000001,0.009122023767009818
10.0,194.0,85.7891,0.107,1210.7958,0.0202,4.0416,150.0,231.0,189.0039,0.0,-3.902072674574978,24.45807516,41.99610000000001,0.0081479800152272
9.0,203.0,110.4414,0.092,845.2166,0.0219,3.9473,154.0,235.0,179.0625,0.0,-3.8212686421596818,18.510243539999998,55.9375,0.008522018993223182
9.0,206.0,87.8633,0.0928,975.2958,0.0222,3.9753,153.0,233.0,190.0977,0.0,-3.8076629901039034,21.65156676,42.9023,0.00801101652988681
12.0,194.0,92.2617,0.0963,926.2626,0.0235,3.9297,154.0,232.0,186.7617,0.0,-3.750754857832024,21.7671711,45.23830000000001,0.008066394268704485
16.0,191.0,93.1797,0.0832,666.0958,0.0252,3.8207,155.0,230.0,184.8125,0.0,-3.6809112844647593,16.78561416,45.1875,0.008029061712502863
15.0,190.0,82.2031,0.0769,628.6542,0.0249,3.8413,157.0,231.0,192.8516,0.0,-3.6928874755114753,15.653489579999997,38.14840000000001,0.007629377094189701
16.0,147.0,82.3711,0.0734,541.6792,0.0277,3.7327,161.0,231.0,191.6836,0.0,-3.586322865788844,15.004513840000001,39.31639999999999,0.00748516100853517
18.0,151.0,95.1094,0.0599,376.5375,0.034,3.5603,158.0,230.0,182.4023,0.0,-3.3813947543659757,12.802275000000002,47.5977,0.007980689950355042
8.0,166.0,82.6172,0.07,584.5459,0.0308,3.6982,157.0,238.0,192.1016,0.0,-3.4802405890026082,18.00401372,45.89840000000001,0.007891259452700972
9.0,168.0,59.6367,0.0847,731.1208,0.0267,3.8296,157.0,237.0,207.6719,0.0,-3.623091713575933,19.520925360000003,29.328100000000006,0.007268937878101893
8.0,157.0,53.9492,0.0932,974.6835,0.0232,3.9754,158.0,237.0,210.4531,0.0,-3.763603000309873,22.612657199999997,26.546899999999994,0.007127478758925385
9.0,169.0,62.7578,0.0983,1106.2377,0.0228,3.9603,159.0,237.0,205.793,0.0,-3.780994743021742,25.22221956,31.206999999999994,0.0072430356607651805
9.0,168.0,61.2461,0.0965,1016.0208,0.0231,3.9787,160.0,237.0,206.957,0.0,-3.767922661454389,23.47008048,30.043000000000006,0.007157283880226327
8.0,176.0,66.5781,0.0909,856.1791,0.0226,3.9287,154.0,238.0,204.1563,0.0,-3.789805372703897,19.34964766,33.84370000000001,0.007569957652321019
10.0,169.0,73.5078,0.09,813.9791,0.0235,3.9079,155.0,236.0,197.6133,0.0,-3.750754857832024,19.12850885,38.38669999999999,0.007704849041847336
11.0,164.0,76.7344,0.0906,850.8666,0.0228,3.9261,156.0,232.0,195.4453,0.0,-3.780994743021742,19.39975848,36.5547,0.007609185215400356
12.0,172.0,66.0625,0.098,1007.3666,0.022,3.9745,157.0,236.0,202.6523,0.0,-3.816712825623821,22.162065199999997,33.3477,0.007417555652592131
10.0,161.0,54.9258,0.0749,605.9542,0.0275,3.7693,157.0,234.0,207.8125,0.0,-3.5935692743096115,16.6637405,26.1875,0.007172070303146401
10.0,136.0,52.9727,0.0876,803.9916,0.0232,3.9174,161.0,234.0,210.5117,0.0,-3.763603000309873,18.652605119999997,23.48830000000001,0.006904206032578346
8.0,192.0,74.6133,0.0869,783.6541,0.0236,3.9067,157.0,236.0,198.8164,0.0,-3.7465085669505727,18.49423676,37.18360000000001,0.007560667597722302
5.0,169.0,52.5195,0.0788,676.7958,0.0257,3.8378,159.0,239.0,209.7813,0.0,-3.661264287080963,17.39365206,29.218700000000013,0.007165293827848576
4.0,195.0,79.8555,0.103,1316.2625,0.0217,4.0632,155.0,239.0,196.1289,0.0,-3.830443018435723,28.56289625,42.87110000000001,0.00786184740683789
9.0,178.0,84.1758,0.0927,939.0333,0.0223,3.9821,150.0,232.0,190.4453,0.0,-3.803168600516064,20.94044259,41.5547,0.008121317074596573
19.0,157.0,72.3438,0.0539,328.5458,0.0359,3.5149,132.0,224.0,179.5234,0.0,-3.3270179834879037,11.79479422,44.47659999999999,0.009452637912214769
12.0,164.0,71.207,0.0667,490.4792,0.031,3.6417,153.0,228.0,190.582,0.0,-3.473768074496991,15.204855199999999,37.418000000000006,0.007819185854022796
4.0,110.0,25.8867,0.0375,217.5208,0.0594,3.1677,173.0,237.0,223.5117,0.0,-2.823461052613538,12.920735520000001,13.48830000000001,0.006129174430384594
5.0,159.0,33.4922,0.0589,547.9667,0.0469,3.5205,161.0,237.0,218.1133,0.0,-3.0597376035299035,25.699638229999994,18.88669999999999,0.0067490138815055915
5.0,203.0,73.3633,0.1002,1120.4918,0.0215,4.0562,121.0,237.0,196.4141,0.0,-3.83970234384852,24.090573699999997,40.58590000000001,0.009972184715610607
17.0,166.0,79.8828,0.0999,998.5709,0.0215,3.9892,119.0,228.0,174.6563,0.0,-3.83970234384852,21.46927435,53.34370000000001,0.010969924283032572
7.0,170.0,72.9219,0.1108,1265.1292,0.0201,4.0854,143.0,237.0,193.1367,0.0,-3.907035463917107,25.429096920000003,43.86330000000001,0.008581189682451121
4.0,160.0,41.6055,0.0551,539.5708,0.074,3.303,139.0,236.0,201.6289,0.0,-2.6036901857779675,39.92823919999999,34.37110000000001,0.008420626837812958
4.0,26.0,6.0469,0.0042,6.125,0.3643,1.3269,219.0,239.0,233.8672,0.0,-1.009777574967619,2.2313375,5.132800000000003,0.004666426933376044
5.0,151.0,23.0742,0.0395,366.2625,0.098,2.949,156.0,236.0,222.9531,0.0,-2.322787800311565,35.893725,13.046899999999994,0.0067853755467877
7.0,182.0,46.8984,0.0909,1026.0416,0.0242,3.9653,164.0,237.0,212.6016,0.0,-3.7214026458194964,24.83020672,24.39840000000001,0.006797323967550161
7.0,199.0,60.8281,0.1095,1329.2,0.021,4.07,157.0,233.0,205.2422,0.0,-3.863232841258714,27.913200000000003,27.757800000000003,0.007230854244989671
6.0,189.0,55.3633,0.0949,1084.2374,0.0245,3.9608,157.0,238.0,211.6875,0.0,-3.7090821614314557,26.5638163,26.3125,0.007161138786555564
5.0,195.0,56.0664,0.0716,610.6334,0.0348,3.6841,157.0,240.0,211.9922,0.0,-3.3581378922017087,21.25004232,28.007800000000003,0.007210937102318697
5.0,179.0,32.0039,0.0635,671.1791,0.0465,3.5064,158.0,240.0,225.4648,0.0,-3.0683029663888264,31.209828149999996,14.535200000000003,0.00673713742354528
7.0,205.0,96.7656,0.0883,890.475,0.0241,3.919,155.0,239.0,189.6523,0.0,-3.725543438485528,21.4604475,49.3477,0.008130328416111842
17.0,184.0,108.1953,0.0688,522.4084,0.03,3.6742,157.0,230.0,178.6992,0.0,-3.506557897319982,15.672252,51.30080000000001,0.008197955854677816
7.0,135.0,46.2461,0.0674,506.3292,0.031,3.6778,172.0,242.0,216.9023,0.0,-3.473768074496991,15.6962052,25.097700000000003,0.006486684300655394
6.0,99.0,27.8125,0.0497,347.3833,0.0493,3.4062,195.0,245.0,229.6133,0.0,-3.009831197933493,17.12599669,15.38669999999999,0.005471853139213871
7.0,173.0,57.7227,0.0826,740.6124,0.0241,3.8884,165.0,246.0,212.5938,0.0,-3.725543438485528,17.84875884,33.40620000000001,0.007012947183356669
5.0,135.0,34.6055,0.0605,509.9125,0.0406,3.5574,168.0,245.0,224.7344,0.0,-3.20398721237445,20.702447499999998,20.265600000000006,0.006489141552576435
6.0,149.0,32.5234,0.0634,508.3959,0.0325,3.6579,164.0,240.0,223.9961,0.0,-3.4265151896464454,16.52286675,16.003899999999987,0.006533214793232299
7.0,129.0,35.8242,0.0527,336.8209,0.0359,3.5174,174.0,238.0,221.6133,0.0,-3.3270179834879037,12.091870310000001,16.38669999999999,0.0061720848521005876
7.0,172.0,58.2617,0.0742,663.0291,0.0298,3.7484,157.0,238.0,210.1133,0.0,-3.513246885470778,19.75826718,27.88669999999999,0.007214791100225359
9.0,155.0,53.3086,0.0705,601.7209,0.0287,3.7518,156.0,237.0,210.8516,0.0,-3.5508581562165618,17.26938983,26.14840000000001,0.007205213378654795
7.0,113.0,24.125,0.0381,204.9541,0.0573,3.1813,179.0,239.0,228.6289,0.0,-2.8594546552614433,11.74386993,10.371100000000013,0.0058400120488978306
9.0,163.0,68.0664,0.0718,609.1292,0.0288,3.7692,155.0,236.0,202.3242,0.0,-3.547379891840237,17.54292096,33.67580000000001,0.007525449971685494
9.0,160.0,53.2227,0.0671,520.775,0.0336,3.641,168.0,236.0,211.3633,0.0,-3.3932292120129786,17.49804,24.63669999999999,0.006646195932604689
3.0,192.0,48.5273,0.0766,834.225,0.0361,3.6983,158.0,242.0,216.1484,0.0,-3.3214624136433017,30.1155225,25.85159999999999,0.0070860833095237035
3.0,197.0,39.0938,0.0654,738.8542,0.0494,3.55,158.0,242.0,220.8906,0.0,-3.0078048547882603,36.49939748,21.109399999999994,0.006933955404260086
3.0,99.0,9.7109,0.0177,155.2125,0.2399,2.0188,186.0,240.0,232.8398,0.0,-1.4275331091364882,37.23547875,7.160200000000003,0.005541675352088265
5.0,194.0,60.3906,0.0647,714.4125,0.0563,3.432,110.0,238.0,193.1016,0.0,-2.877060743836492,40.22142375000001,44.89840000000001,0.011204652699078431
19.0,198.0,119.2266,0.0896,797.5833,0.023,3.9163,106.0,223.0,154.4883,0.0,-3.7722610630529876,18.3444159,68.51169999999999,0.013617688749929026
14.0,188.0,94.4922,0.0796,683.9791,0.0261,3.8232,149.0,228.0,182.5742,0.0,-3.6458199646534895,17.851854510000003,45.42580000000001,0.008381257276668223
13.0,204.0,77.5039,0.072,563.7542,0.0282,3.7413,154.0,231.0,193.2383,0.0,-3.5684333010380693,15.897868439999998,37.76169999999999,0.007762436328616013
7.0,185.0,77.6406,0.0818,730.0624,0.0239,3.899,156.0,236.0,194.5938,0.0,-3.733876820044672,17.448491360000002,41.40620000000001,0.007774248269063624
5.0,197.0,49.6719,0.0797,846.6208,0.0328,3.7648,157.0,237.0,212.7734,0.0,-3.417326763592039,27.769162240000004,24.22659999999999,0.007094656287521788
11.0,205.0,101.9063,0.1196,1517.5291,0.0189,4.1189,119.0,233.0,174.2461,0.0,-3.96859335691654,28.68129999,58.75389999999999,0.011236883885936678
9.0,174.0,94.5391,0.0977,930.6917,0.0226,3.9147,124.0,236.0,178.8594,0.0,-3.789805372703897,21.033632419999996,57.140600000000006,0.010640904567786836
7.0,166.0,75.5547,0.0868,881.9709,0.0257,3.8929,154.0,237.0,197.1445,0.0,-3.661264287080963,22.666652130000003,39.855500000000006,0.007806259058513116
6.0,158.0,54.6758,0.0455,261.1667,0.0462,3.3528,135.0,237.0,200.1289,0.0,-3.074775480894444,12.065901539999999,36.87110000000001,0.00877212414376712
7.0,118.0,41.1797,0.0486,274.5833,0.0395,3.4183,135.0,233.0,199.1094,0.0,-3.2314546070750607,10.84604035,33.890600000000006,0.008668229254499919
8.0,148.0,60.2891,0.0838,743.9418,0.0264,3.8347,113.0,234.0,197.9453,0.0,-3.6343912688298667,19.640063519999998,36.0547,0.010461458090578515
6.0,147.0,57.4727,0.078,646.0667,0.0261,3.8201,94.0,234.0,179.5977,0.0,-3.6458199646534895,16.86234087,54.4023,0.01386076604615571
5.0,125.0,31.7891,0.0647,506.9751,0.031,3.7064,166.0,239.0,219.3828,0.0,-3.473768074496991,15.7162281,19.617199999999997,0.006562770810403452
4.0,115.0,23.5625,0.0481,334.6917,0.046,3.3952,178.0,240.0,228.1953,0.0,-3.079113882493042,15.3958182,11.804699999999997,0.0059085993740518455
4.0,89.0,9.9727,0.0184,100.0833,0.1507,2.3928,193.0,240.0,236.6875,0.0,-1.8924641733496872,15.08255331,3.3125,0.005253861382887462
5.0,181.0,27.1992,0.0422,274.2542,0.0514,3.2698,166.0,243.0,229.8906,0.0,-2.9681171065210177,14.096665880000002,13.109399999999994,0.006367617561077951
24.0,191.0,106.293,0.0944,926.1833,0.0221,3.9808,159.0,232.0,189.082,0.0,-3.81217767045843,20.468650930000003,42.918000000000006,0.007716860922009214
10.0,172.0,72.832,0.0913,845.2084,0.0238,3.8982,169.0,242.0,206.75,0.0,-3.738069698304708,20.11595992,35.25,0.006926010460565385
8.0,155.0,64.8047,0.0831,734.7458,0.0237,3.8797,168.0,246.0,212.2422,0.0,-3.7422802308410517,17.41347546,33.7578,0.006899126160045997
7.0,149.0,31.9336,0.0555,397.1833,0.037,3.5461,174.0,246.0,231.543,0.0,-3.2968373663379125,14.695782099999999,14.456999999999994,0.006105963486040501
5.0,97.0,18.0469,0.0297,145.2167,0.0749,2.9374,195.0,246.0,238.5859,0.0,-2.5916013884589635,10.87673083,7.414099999999991,0.005287565030198606
6.0,97.0,21.6563,0.0361,214.9833,0.0709,3.0889,189.0,245.0,232.6836,0.0,-2.6464848454440553,15.242315970000002,12.316399999999987,0.005571068593988988
7.0,107.0,24.6172,0.0404,277.175,0.0661,3.1474,184.0,239.0,228.0273,0.0,-2.7165865321244964,18.3212675,10.972700000000003,0.005696304975229987
9.0,147.0,47.1484,0.0667,491.6958,0.0291,3.7068,170.0,237.0,215.8594,0.0,-3.5370171048046903,14.308347780000002,21.140600000000006,0.006458452340082589
10.0,130.0,48.9297,0.0631,452.2875,0.0324,3.6019,168.0,237.0,213.5742,0.0,-3.4295968561838532,14.654115,23.42580000000001,0.0066052654567559455
8.0,100.0,31.5313,0.0461,237.7875,0.0418,3.3771,182.0,238.0,223.4258,0.0,-3.1748589394514264,9.9395175,14.57419999999999,0.005852915409466174
9.0,144.0,43.7813,0.0524,311.1583,0.0369,3.491,168.0,236.0,216.6719,0.0,-3.2995437279356556,11.48174127,19.328100000000006,0.006483359885439251
8.0,135.0,35.7891,0.0435,248.7542,0.0477,3.3191,166.0,238.0,220.3789,0.0,-3.0428238810878416,11.86557534,17.621100000000013,0.006505772284728874
3.0,108.0,21.1289,0.0368,212.8416,0.0615,3.1543,177.0,242.0,230.3398,0.0,-2.7887181041696647,13.0897584,11.660200000000003,0.0059357160092093466
3.0,161.0,20.4297,0.042,391.7667,0.0797,3.0768,167.0,242.0,230.7305,0.0,-2.529485693185968,31.22380599,11.269499999999994,0.006280495194207899
3.0,135.0,25.7148,0.0501,468.2125,0.0549,3.3593,190.0,240.0,228.4063,0.0,-2.9022419304666522,25.70486625,11.593700000000013,0.005530311093594364
8.0,199.0,107.8203,0.1102,1258.2792,0.0193,4.0985,157.0,237.0,185.2891,0.0,-3.947650183071297,24.28478856,51.71090000000001,0.008147020737471273
6.0,199.0,74.3047,0.0856,861.6916,0.0239,3.8904,159.0,239.0,197.3828,0.0,-3.733876820044672,20.59442924,41.6172,0.007615378108366333
11.0,201.0,83.6602,0.1004,1033.2999,0.0218,3.9614,155.0,236.0,193.1172,0.0,-3.825845309187094,22.52593782,42.8828,0.00788423115683787
7.0,206.0,80.8594,0.1137,1413.9001,0.0207,4.0714,153.0,239.0,198.2578,0.0,-3.8776215787108135,29.26773207,40.7422,0.007879092289271715
33.0,198.0,110.8477,0.099,1001.7667,0.021,4.0203,155.0,221.0,177.875,0.0,-3.863232841258714,21.0371007,43.125,0.008015777661913722
18.0,183.0,90.6641,0.092,850.8126,0.0253,3.8893,155.0,231.0,187.6992,0.0,-3.6769508832486624,21.525558779999997,43.30080000000001,0.007939951692096511
9.0,208.0,107.1836,0.1311,1811.196,0.0181,4.2016,105.0,235.0,172.7617,0.0,-4.011843340710357,32.782647600000004,62.23830000000001,0.01295481138525054
7.0,166.0,79.1953,0.0908,832.1459,0.0232,3.9338,129.0,236.0,184.6719,0.0,-3.763603000309873,19.305784879999997,51.328100000000006,0.009906528087603395
5.0,171.0,55.4023,0.0767,674.8625,0.0269,3.7863,162.0,239.0,211.4023,0.0,-3.6156289923743437,18.153801249999997,27.597700000000003,0.006978678292408875
8.0,194.0,89.3789,0.0912,869.4418,0.0243,3.9166,161.0,237.0,194.5469,0.0,-3.7172789286356345,21.12743574,42.453100000000006,0.00756655433440982
6.0,120.0,23.3164,0.0402,227.4375,0.0563,3.2069,191.0,238.0,227.3477,0.0,-2.877060743836492,12.804731250000001,10.652299999999997,0.005480914469023963
7.0,179.0,50.6641,0.0767,687.8125,0.026,3.8365,160.0,241.0,213.8125,0.0,-3.649658740960655,17.883125,27.1875,0.007044723764981
7.0,140.0,45.8047,0.0689,522.4583,0.0291,3.7042,107.0,241.0,202.4219,0.0,-3.5370171048046903,15.203536530000001,38.578100000000006,0.011126940556323852
5.0,108.0,41.4375,0.0476,309.8459,0.0496,3.3605,159.0,239.0,208.8672,0.0,-3.0037644452512553,15.368356639999998,30.132800000000003,0.007196652485828557
4.0,67.0,9.3906,0.0111,41.6625,0.2902,1.8623,205.0,240.0,237.0977,0.0,-1.2371849385320495,12.090457500000001,2.9022999999999968,0.004937760709264886
5.0,79.0,16.1094,0.0254,96.9042,0.0814,2.8306,200.0,242.0,234.1055,0.0,-2.5083800059736423,7.88800188,7.894499999999994,0.005168609878879394
5.0,105.0,20.9688,0.0398,229.7875,0.0575,3.1856,191.0,244.0,234.332,0.0,-2.855970331178832,13.21278125,9.668000000000006,0.00545161100914414
5.0,198.0,45.3047,0.091,1190.975,0.0364,3.7735,164.0,243.0,222.8984,0.0,-3.313186504339442,43.35149,20.10159999999999,0.006647456047567729
9.0,151.0,47.8555,0.0857,826.0541,0.0238,3.9113,174.0,246.0,220.4492,0.0,-3.738069698304708,19.66008758,25.55080000000001,0.006413237623217848
7.0,142.0,52.8789,0.0869,792.8376,0.0244,3.8633,173.0,247.0,220.8047,0.0,-3.713172146682981,19.345237440000002,26.195300000000003,0.006466101784698806
7.0,135.0,47.7227,0.0653,483.2458,0.0317,3.6513,184.0,246.0,223.3633,0.0,-3.451438598098902,15.318891859999999,22.63669999999999,0.005985569347064313
8.0,127.0,48.5703,0.0594,390.9709,0.0324,3.5908,182.0,246.0,221.0469,0.0,-3.4295968561838532,12.667457159999998,24.953100000000006,0.00611475823297387
7.0,128.0,37.2461,0.0532,328.7125,0.038,3.4762,183.0,245.0,226.4727,0.0,-3.270169119255751,12.491074999999999,18.527299999999997,0.0059115196410324524
7.0,129.0,19.4648,0.0327,183.6667,0.08,2.9691,176.0,239.0,232.0781,0.0,-2.5257286443082556,14.693336,6.921899999999994,0.005851282587433047
7.0,120.0,37.2461,0.0545,400.5667,0.0418,3.528,179.0,239.0,221.7539,0.0,-3.1748589394514264,16.74368806,17.246100000000013,0.006021068990111367
9.0,142.0,46.2734,0.0735,646.0417,0.0288,3.747,166.0,242.0,218.0313,0.0,-3.547379891840237,18.60600096,23.968700000000013,0.00668633964619394
11.0,144.0,57.0117,0.0663,477.6208,0.0294,3.6929,170.0,242.0,212.1836,0.0,-3.5267606046375013,14.04205152,29.816399999999987,0.00670895117136624
10.0,130.0,42.8125,0.0586,402.3584,0.0339,3.5997,174.0,237.0,217.7031,0.0,-3.3843402645957323,13.63994976,19.296899999999994,0.006256543730967733
12.0,122.0,47.6953,0.06,383.6125,0.033,3.5835,176.0,235.0,213.3672,0.0,-3.4112477175156566,12.6592125,21.632800000000003,0.006257884401760312
3.0,155.0,50.4961,0.0648,492.1625,0.0314,3.6532,162.0,242.0,211.5273,0.0,-3.4609473860679296,15.4539025,30.472700000000003,0.007062101017191763
3.0,185.0,65.4102,0.0886,923.5084,0.0247,3.8822,159.0,240.0,204.1914,0.0,-3.7009520353482057,22.81065748,35.80860000000001,0.007392250419283824
3.0,153.0,19.3945,0.0287,238.55,0.1743,2.5138,173.0,242.0,232.1445,0.0,-1.7469773264561617,41.57926500000001,9.855500000000006,0.006025746595916932
6.0,206.0,91.625,0.1186,1434.1835,0.0182,4.1457,158.0,240.0,193.4961,0.0,-4.006333684899388,26.102139700000002,46.50389999999999,0.007850222003296974
5.0,157.0,45.293,0.0906,1006.1542,0.025,3.9493,161.0,240.0,216.2422,0.0,-3.6888794541139363,25.153855,23.757800000000003,0.006893581501731229
5.0,151.0,46.3125,0.092,986.0541,0.0233,3.9459,165.0,240.0,215.5352,0.0,-3.759301918410482,22.97506053,24.464799999999997,0.006748528567702419
6.0,167.0,65.9844,0.0916,917.9167,0.0229,3.9592,159.0,240.0,204.5313,0.0,-3.776618368421943,21.02029243,35.46870000000001,0.007379965620245659
22.0,194.0,100.1641,0.106,1144.4333,0.02,4.0494,159.0,227.0,186.8672,0.0,-3.912023005428146,22.888665999999997,40.1328,0.0076400403921867656
16.0,195.0,95.4258,0.1085,1181.0459,0.0196,4.0853,157.0,231.0,190.1133,0.0,-3.9322257127456655,23.14849964,40.88669999999999,0.0077392669509068245
12.0,186.0,114.2969,0.0904,843.9,0.0223,3.9453,122.0,231.0,169.7031,0.0,-3.803168600516064,18.81897,61.296899999999994,0.011157383824755233
20.0,171.0,92.9023,0.0926,903.6375,0.0231,3.943,142.0,227.0,179.1836,0.0,-3.767922661454389,20.87402625,47.81639999999999,0.0089215282497716
8.0,180.0,97.2383,0.1108,1161.3209,0.0196,4.0717,160.0,236.0,188.5898,0.0,-3.9322257127456655,22.76188964,47.4102,0.007821207721732564
12.0,187.0,70.8711,0.0997,1056.1833,0.0214,3.9997,168.0,235.0,206.0313,0.0,-3.844364356954331,22.602322619999995,28.968700000000013,0.006789305915215425
7.0,148.0,38.0195,0.0719,664.7792,0.0304,3.7144,176.0,239.0,221.918,0.0,-3.493312670569961,20.20928768,17.081999999999994,0.00611917260183737
7.0,134.0,34.6992,0.0738,694.3834,0.0314,3.7299,184.0,239.0,224.5898,0.0,-3.4609473860679296,21.80363876,14.410200000000003,0.00578349080625327
6.0,139.0,33.9648,0.0713,631.9625,0.0302,3.7262,184.0,240.0,224.0313,0.0,-3.499913354601313,19.0852675,15.968700000000013,0.00582216782247372
5.0,108.0,29.1602,0.0322,176.3417,0.0855,2.9861,176.0,239.0,218.1758,0.0,-2.4592389030394224,15.077215350000001,20.82419999999999,0.006224130015586263
5.0,124.0,21.9531,0.0341,194.2583,0.0704,3.0476,176.0,240.0,229.5078,0.0,-2.65356201581814,13.67578432,10.492199999999997,0.005941568711984358
6.0,103.0,31.9336,0.0571,401.5834,0.0377,3.5204,187.0,240.0,226.6953,0.0,-3.278095184528172,15.139694179999998,13.304699999999997,0.00566144273786465
6.0,104.0,22.457,0.0334,156.1417,0.0603,3.0992,187.0,242.0,232.707,0.0,-2.8084231752489974,9.415344509999999,9.293000000000006,0.00556114619267501
7.0,135.0,36.2227,0.0585,425.4126,0.0343,3.5926,179.0,242.0,225.8789,0.0,-3.372609924810243,14.591652179999999,16.121100000000013,0.0059853103023902185
10.0,163.0,67.668,0.1012,1031.3042,0.0204,4.0399,169.0,245.0,212.0195,0.0,-3.892220378131966,21.038605680000003,32.980500000000006,0.006837598154942514
8.0,160.0,66.6836,0.0861,814.446,0.0237,3.8993,169.0,246.0,213.7773,0.0,-3.7422802308410517,19.3023702,32.2227,0.006809054571159556
9.0,184.0,71.3477,0.0987,1027.7041,0.0229,3.95,166.0,246.0,210.6055,0.0,-3.776618368421943,23.53442389,35.394499999999994,0.007036510019175063
9.0,190.0,66.1133,0.0845,742.0458,0.0253,3.8272,164.0,246.0,212.1055,0.0,-3.6769508832486624,18.773758739999998,33.894499999999994,0.007071952401045706
